,u
271,0.3463718265983032
272,-0.11421970433134414
273,-0.47529669339513564
274,0.14870653965631178
275,-0.8097943801208083
276,-0.4729342096463721
277,0.7093305615307149
278,-0.04584785575410295
279,-0.07303151619539594
280,0.7946725921503607
281,0.5265829431789898
282,0.28681409948304426
283,0.8469146892879622
284,-0.004424999358552848
285,-2.248746110301021
286,0.2038422664577087
287,2.7490668004503314
288,-0.1817222185161099
289,1.0236566555370434
290,-1.170142303154716
291,-1.1258774761378818
292,-0.5558408799891689
293,-0.49093735823921564
294,-0.9308098409196843
295,1.0649191601719872
296,-0.43128410960897423
297,-2.460751035302322
298,0.16116206857293494
299,0.276190557717371
300,-0.7142140060481319
301,0.013225880655072348
302,0.5354496670790293
303,0.3311472370679278
304,1.5177587659499052
305,1.0613025912458696
306,0.03558956745641247
307,0.12146149192152589
308,0.6335934756755911
309,0.40525576976944655
310,0.22811312883797805
311,-0.20103439121579847
312,-0.29288849309602005
313,-1.1675403764408596
314,1.0109068572698545
315,-1.001162042905341
316,0.8369990192880172
317,-1.8642861977274616
318,-1.0135841542976431
319,0.5102065285014763
320,-1.3361368159446116
321,-1.7787893909494747
322,-1.2458382779697965
323,-0.2310787490718497
324,1.2372139144581702
325,1.5062177142434134
326,1.2706491643751614
327,0.4067278488063446
328,-0.04595312688007331
329,0.6440811166072155
330,0.30131462828152833
331,-1.3930896464459195
332,-1.5632502446472094
333,0.33573408335112276
334,-0.5076467015070584
335,0.7966690666717361
336,0.04799074707902788
337,-0.38288702892678494
338,0.014926121916847165
339,0.3695985410861277
340,0.13325334675983
341,-0.8974471432740518
342,0.32599747942862684
343,2.3560932293378816
344,-0.7471013571610761
345,0.17144232183638772
346,-0.12980938606157677
347,-1.062145631103519
348,-2.297348353536528
349,1.8849657332370713
350,1.8667398670152413
351,-0.5178208005908351
352,0.10784768505018195
353,2.0014504720236252
354,0.4294628824673486
355,1.756747625436257
356,-0.9725671235466155
357,0.7793564943935543
358,-1.0044047056467935
359,0.6596503654447639
360,0.8081053881942342
361,-0.2510692222721391
362,-0.6588858387315517
363,0.6600939300571023
364,0.8428440936643479
365,-0.2911853018122865
366,0.9538375722364774
367,0.31484239529012464
368,-0.1752367563460471
369,-0.46720731350580613
370,0.7320368592959308
371,-0.6699469825648587
372,-2.0864248921114834
373,-0.025443642393593945
374,-0.684632572603389
375,1.7833676186659988
376,-0.24218629125868033
377,-0.23053033243897644
378,1.5326633828392346
379,0.5282778694183448
380,0.4659617767787022
381,-0.13803444703779263
382,-0.036637296113185766
383,0.912860014351796
384,-0.28011366297637785
385,1.8851438007202441
386,-1.1619976111258907
387,0.23243445454554107
388,0.6239214563431914
389,0.5005490403805734
390,0.5669205177540623
391,-0.6239487871542393
392,-0.4158846811868845
393,-1.2855801868619474
394,-0.36611240403950396
395,-1.0662697057846937
396,1.1884122404856021
397,-0.4624450430521018
398,1.2279191153616982
399,-1.6722195618694624
400,0.07695623956605613
401,0.0668495935754532
402,-0.7492392625431149
403,-2.6084785216733835
404,0.8919160557244593
405,-0.09060123818561211
406,0.5251395817310378
407,-0.5721417763542509
408,0.9957054653758277
409,0.8058855621070727
410,1.4924935616464972
411,-0.31585712824069073
412,-0.18184566030089813
413,0.05531862108049432
414,0.07851333631688023
415,0.0791031068889833
416,-0.8014087126846097
417,-0.05434839230552641
418,-0.533185761437149
419,0.41439965665825407
420,-0.22058848949622517
421,-0.9460364820796341
422,0.3652654702653907
423,0.26730098162583127
424,-0.7156361605805647
425,0.7686165110336142
426,2.2202499585882585
427,-1.6400211971025649
428,0.9403583503985028
429,-0.28807849123709517
430,0.9132145298909611
431,0.5793771753249516
432,-0.2711426942028383
433,-0.1917183365781251
434,0.14824260564599234
435,-0.5721103835875864
436,-0.7588875487918556
437,-0.7169564015673296
438,-1.3483545600621347
439,0.26010530968663237
440,0.13433274082764032
441,1.977725403416908
442,0.020699733754421305
443,0.8097078660636867
444,0.16432159795432616
445,-0.19856092102471623
446,-0.6274645674007748
447,-0.37311210391183636
448,-0.6706908953394976
449,0.45236559160117784
450,-1.8752185233011756
451,0.5150600568523519
452,0.6642209281091978
453,0.295458914869163
454,-1.1472990490960928
455,0.9985010303939343
456,-0.2544982352325275
457,-0.8386534566857168
458,-1.1131650238244453
459,0.9923432030193187
460,1.0303072346970708
461,0.30942130866463186
462,0.9893945333713007
463,0.8099056626650348
464,-1.4374001282232
465,-0.00929972822705147
466,0.4554233437052343
467,0.34541523664843843
468,0.16312028194984235
469,0.27867583553801056
470,0.7096614568895837
471,-0.21555570744125124
472,-1.6184175952333302
473,0.1613347300232509
474,-0.5939972539240791
475,0.8514639290008971
476,0.6299632408422452
477,-0.03543804875738466
478,0.7766517480328302
479,-1.545043160306185
480,1.6141229572760731
481,-0.4713561779127799
482,0.06293318108748805
483,0.6275257451114751
484,0.19455324175427174
485,0.2050629141954852
486,-1.616905059157983
487,0.5671149503732829
488,0.09434896614122835
489,1.109835117681458
490,-0.7131088316941772
491,1.684960257515271
492,1.2117715806714984
493,-0.158644006536463
494,-1.330735551499083
495,-1.8292876139197018
496,0.8626183885815197
497,1.4103578001460901
498,1.9056482058868358
499,-1.1540314542531251
500,0.38111552883810224
501,-0.7581399844548767
502,0.5702213174416968
503,-0.5274679591845985
504,-1.1719251661714638
505,1.8137852976803126
506,0.021249708982049302
507,-0.5433754447703618
508,-0.14350351610255777
509,0.7428591347129744
510,0.9493581104236957
511,-0.12580717558689045
512,-2.4103588975427264
513,-1.2352180591536364
514,-0.31922542428455075
515,1.117927528193674
516,0.027664599275846496
517,-0.6834739026085646
518,-0.773970476792439
519,1.3042881652466132
520,0.3557195514410049
521,-0.5268766302688491
522,-0.18019839512793587
523,0.2547295843713186
524,-1.0922956325550504
525,0.20202177578841113
526,-0.31197706193301517
527,-1.282964496081452
528,-0.5975463876924806
529,0.8940402435547845
530,-0.26510498235237734
531,0.7801701320133354
532,-0.5131064742776178
533,-0.03469782955542926
534,-0.86858899389543
535,0.9099008832705187
536,-0.551267687796283
537,-0.5896906610601317
538,-1.0911352940860668
539,-0.35501429185826855
540,0.5331731745446715
541,0.534395905208909
542,-0.09472029247852858
543,-1.0263230561121073
544,-0.46810421349587295
545,0.2238964912955471
546,1.1285221824569338
547,-0.20691033345054968
548,1.2032278047405918
549,1.9583523453252416
550,-0.1547653461946297
551,1.149054566071903
552,-0.14148426456918345
553,-0.6666239388413726
554,1.2481650248767273
555,1.6510481819275917
556,-0.7380252454468317
557,-1.092463578497318
558,-1.5960603683089019
559,-1.1341380364616136
560,0.6204598377019962
561,-0.22753664865751252
562,0.5207823807141284
563,0.9431406919779706
564,0.7026968780377213
565,-0.10253687897830653
566,-1.6939606475105138
567,-0.6495035827839819
568,0.47029560033776974
569,-0.21625558436877368
570,0.09832496343358545
571,0.9381551473707428
572,-0.8986361535014807
573,-1.2905871205554946
574,0.5137237946770095
575,-0.41986293302528777
576,-0.7626033814650336
577,-0.13342336137504157
578,-0.7172378379091442
579,0.5511590992539386
580,0.22181301081964536
581,0.04430383345995669
582,-0.45044787277648884
583,1.0080454383078303
584,-1.1294116784641979
585,-1.3150853416496056
586,-0.31253335774311497
587,-1.1246635412426167
588,-0.5541759519418745
589,0.3155411013403026
590,-0.9729343889516047
591,0.2661465496312009
592,0.9555958302050355
593,1.0328364186466303
594,-0.4443676733983776
595,0.9703586980143201
596,-1.9716125512715865
597,-0.8566184683972003
598,1.133760918804517
599,0.4231133553723202
600,-0.3046147801326131
601,-1.0817838542209222
602,0.5113765885277756
603,0.4496522942726443
604,0.37475990115757285
605,0.5999027423457641
606,-0.5864348816715746
607,-0.9065479502207328
608,0.781948304542951
609,-0.5672267150994078
610,-0.10423615791333846
611,0.4689123100507855
612,0.25423522040896135
613,-1.4275459439039555
614,-0.40795658138279706
615,0.42773324809456165
616,1.9438000286250217
617,-2.0159571281790907
618,1.39175857452184
619,0.2130227356066641
620,-0.40848515124986623
621,-0.6102245544406963
622,-1.2318089227221873
623,0.2936871809332418
624,0.07154959079386514
625,-0.4008637632264443
626,1.0480815550553153
627,-0.5142498940300627
628,-0.21570375121598284
629,0.042320994358472135
630,0.7208285453785391
631,0.9324320744761043
632,-0.020924240137561546
633,-0.008858085085488831
634,0.7042866464630032
635,0.13033542156436967
636,1.4987613114939036
637,-0.5190594185029312
638,-0.6374263326943042
639,-0.0011119341442940012
640,-1.0648567931423496
641,1.7414479423580294
642,0.37869821807995047
643,-0.6347841851692244
644,-1.1373682781547687
645,0.7789944883072867
646,-0.8510531865720254
647,-0.2510566428328364
648,-0.4305480273635349
649,-0.7760259578579901
650,-2.4188619764219674
651,-0.12457963721990876
652,1.0049723710030785
653,-0.7337685742807165
654,-0.348044686759135
655,0.32942588441129494
656,-0.836985823424814
657,0.6527822362140869
658,0.05035703009472675
659,-0.6762703825797856
660,0.023319412472607385
661,-1.2385384719520287
662,-0.2600979073635702
663,-0.12597687942947536
664,0.8401143044786282
665,-0.6131475655182999
666,0.5399919333271772
667,-1.622638407452538
668,0.0216545992053185
669,0.8431095748381217
670,0.9396201472574267
671,0.0551216628333781
672,-0.32939049685709704
673,0.30214213238019716
674,0.4128031391398026
675,0.5168209145518262
676,-0.9043007317870514
677,1.7399840440464378
678,0.4821928850243498
679,1.4451654819790138
680,0.3255594371507272
681,0.8074442014381621
682,0.8366064737743635
683,-0.4433245014827637
684,-0.2979878926963169
685,-0.2693518260186712
686,0.489399206812235
687,-0.5203947376086628
688,-0.788884124332911
689,0.4936279205777239
690,-0.35769303913577055
691,-0.40660522231027063
692,0.15280807871187088
693,0.9051945208422754
694,-1.2207242171577513
695,-0.5979479646091275
696,0.9329199939705431
697,0.8370817670779931
698,0.48665928717037343
699,0.8461425464999984
700,0.08088323989168245
701,-0.75563714631865
702,0.5856445790334324
703,0.09036705835907403
704,-0.012583919683274733
705,-1.1681616856019896
706,0.6319472666405447
707,0.12302766937587736
708,0.03130038630189407
709,-0.5538676924548147
710,0.7932798897384967
711,-0.824284610837701
712,0.8118130646473836
713,-0.030182667313810144
714,0.050280578087282285
715,-1.859489125220126
716,0.9604662234498307
717,-0.98980849648273
718,-0.48996200176613014
719,0.09740375861310449
720,0.14942208777853572
721,-0.5169872984949813
722,-0.6685266402730172
723,-1.4272042110480108
724,-0.4380916356905327
725,0.38022410731550027
726,-1.0692737165431783
727,-0.23433700265992083
728,0.5903060873552358
729,-0.4002097140355192
730,0.18896315596643468
731,0.36269578055627943
732,-0.6273681516543792
733,-0.06296534415002805
734,1.5942128737555803
735,-1.0811550554748113
736,0.47350974131032686
737,0.6332806405306968
738,-0.5905584717788199
739,0.1720378394753007
740,0.08148224966680935
741,-0.9094754267013442
742,0.3491932113405992
743,0.5429417074824303
744,-0.31103440541354904
745,-0.8424234167702158
746,-0.15150258877371658
747,0.22971165501686097
748,0.21930216007162678
749,0.9723681543379045
750,-0.35320244180016197
751,-0.7937774835548973
752,0.12444468990322088
753,0.4549088201327513
754,-0.9990831738607956
755,-0.07608219773506211
756,-0.3913749464005884
757,0.3718794310731992
758,-0.09885980724439118
759,0.6204059033188527
760,-0.618125089694382
761,-0.17508378004218808
762,0.49905370534166554
763,-0.6769787393349601
764,1.212795836978657
765,0.1547986800183357
766,0.41180481568422217
767,-0.8107894484892343
768,-1.3389953700388006
769,-0.01622884513430134
770,-0.23768190133505868
771,-0.061429051460580954
772,-0.9796813096220013
773,0.43353280159686475
774,0.419502703965163
775,0.00838479908277487
776,0.9163589247992242
777,0.2511932645074234
778,0.1961144082262254
779,1.1092930421105602
780,-0.29423048592657075
781,0.4526514608208059
782,-0.4322113520971292
783,0.7149820622045021
784,0.061211697300645275
785,0.2510891532139689
786,0.1865753712721349
787,-0.6741078278012268
788,-0.42690770765475977
789,1.2529910569826646
790,-0.4380448362140734
791,-0.39447059215933966
792,-0.5327614627249155
793,-0.19973187265588543
794,0.8318767018858264
795,-1.1497451018749003
796,0.34603825571906194
797,1.139246076270298
798,-0.32925112335126533
799,0.49387089489664904
800,-0.04078394831604887
801,0.6307452659286532
802,-0.23998998862183069
803,-1.915237690672647
804,0.8119307919559381
805,-2.1057646647622112
806,0.3212814114248175
807,-0.6337055816982277
808,0.035737265614318295
809,-0.9259193664760165
810,0.8968874195821511
811,-1.1645556689479446
812,1.1668871940067986
813,-0.20340708639526736
814,-0.4433585961882247
815,-0.6768302829875218
816,-1.1274223675657375
817,-0.11833134952035385
818,-1.108227716609607
819,-1.0096775120817252
820,0.09289603701712255
821,-0.41387648557897366
822,-0.28154916709221195
823,-0.08758455553454583
824,-0.7041842805501133
825,1.0205580960386684
826,-1.1280873216014302
827,-1.0790717916527306
828,-0.9691367992601704
829,0.5348318846906771
830,-0.21848875465907092
831,0.10544165707582347
832,0.0298959314280337
833,-0.600111110162968
834,-0.006283701050673451
835,1.4408786197206267
836,0.04462913861528538
837,0.916691597524334
838,1.122787380155671
839,-0.5578177684629636
840,-0.5480658516615532
841,0.43572920542362653
842,0.27813518917592495
843,-0.9300572861494771
844,-0.2167515869355928
845,-0.14374792797538843
846,0.10758208363636022
847,0.04305656865897992
848,0.3677756247927732
849,0.18281333300790045
850,0.036258961136905535
851,-0.2680327683291896
852,0.35277210256740166
853,-0.11643406322595583
854,-0.005280304622969359
855,0.004437329739561735
856,0.9419318256288334
857,-0.7361320802061612
858,0.10210563029167477
859,-0.8961320828990766
860,1.083152831675612
861,0.7094461450923569
862,0.6500887709208387
863,0.597989073756913
864,-0.1927867439054114
865,-0.5266331537700453
866,0.6018705338194974
867,-1.161525616674876
868,1.2630445112561208
869,-0.11778616067060597
870,-0.9778739962510965
871,0.5007300423192943
872,0.12267293629698925
873,-0.9070746604575693
874,-0.23198453995409218
875,-0.6158503397313708
876,-1.2797109486005436
877,0.10535805964170031
878,-0.24942270800936628
879,-1.0066986948368664
880,1.5206617207091913
881,-0.36741172430364594
882,-0.46822246797279715
883,-0.006560877647596197
884,-0.222081808746259
885,0.6822594721518831
886,0.9654205596918841
887,1.1334807747204307
888,0.5373740836767249
889,0.41110335742020676
890,-0.0769464819419523
891,-0.048657455596202596
892,1.5095581349938243
893,-0.4259669619790347
894,0.881117390921334
895,0.6116063482876373
896,0.5643178710557765
897,-0.34317496554016985
898,-0.11819805072692073
899,0.08823542285809871
900,0.42310415962519304
901,-0.3447561285509673
902,-0.09868914567705306
903,-0.34258190600377797
904,0.6071938455463733
905,-0.8765818193713059
906,-0.6798265790702347
907,-0.31405838390181706
908,-0.011217377970420009
909,0.6116656869573935
910,-0.7473965620849996
911,0.15433740628395667
912,-0.7229987103249054
913,0.9874480849278504
914,-0.33627959271641367
915,-0.29122777482806206
916,0.4747393526348388
917,0.04723834941394135
918,-0.6142172543765733
919,-1.0025396522103955
920,1.6738624806928752
921,-0.29403149525587513
922,-0.14878695182497656
923,-0.4400821232814517
924,0.8502672143053623
925,-0.15139883744157565
926,-0.6960437251294956
927,0.5409481549130961
928,-0.6870019544978857
929,0.5523887498958399
930,1.483184137189788
931,-0.5292100340005759
932,-0.09733949427475946
933,-0.7354466162763961
934,-0.7589866653265804
935,-0.201901647788934
936,-0.0763741188577098
937,0.5400398862429578
938,0.5746435747309783
939,-0.3511878046844168
940,0.22362183048421838
941,0.20477720411472675
942,0.47995748974594166
943,0.37714221997329045
944,-0.08995029737678197
945,-0.2186087694208526
946,-0.6872600288757581
947,-0.021509400113556825
948,-0.6245285661791801
949,-0.9965078664037063
950,0.47892902862041414
951,0.05521551275341758
952,-0.6319162689831505
953,0.7330492811325433
954,0.6894648897158757
955,-0.4363957321264099
956,-0.4863354061657984
957,-0.6937140918496078
958,-0.10153873986583102
959,0.36472743954061676
960,-0.5652369553601343
961,-0.9935533275057724
962,-0.32043426667413566
963,0.1530055931889104
964,-0.5875110268551863
965,-0.777951969745984
966,-0.022860920094216825
967,1.074502627778235
968,0.12331595731936099
969,-0.6040514810970837
970,0.4213868155600757
971,-0.5083907154573156
972,-0.623928152084967
973,0.718688960805726
974,-0.36277070403743955
975,-0.07832224676444696
976,0.16247623460713528
977,0.592432879944677
978,-0.5703296529315386
979,-0.1552793074611582
980,0.6390879107518201
981,-0.4737344519832541
982,-0.1401628618055881
983,-0.2918412071285601
984,-0.06540327062224843
985,-0.0370410222640718
986,-0.07537006590072846
987,-0.0910677130396223
988,-0.3137304614473558
989,-0.41321900270977485
990,-0.2051038391288732
991,0.02582432422498833
992,-0.07013037546985076
993,0.23281588372438586
994,-0.5272421708945731
995,-1.1424471364876065
996,-0.10943718257422916
997,0.288648503673192
998,0.7637734911954369
999,1.1123167237074796
1000,0.041160489820527384
1001,-0.4441387730276338
1002,-0.4195842432498653
1003,0.23561305252279793
1004,-0.425965123964834
1005,-0.7195351198549556
1006,0.18957274083245382
1007,0.3112210488452694
1008,0.09664131342697055
1009,-0.06029926780609777
1010,0.44885946019903783
1011,1.1702808806454996
1012,0.03896082036857114
1013,-0.7062967728660656
1014,-0.25174827430235935
1015,0.20137916483659812
1016,0.45713080499301484
1017,-0.386552994580658
1018,0.13652027461233485
1019,0.4690630271871288
1020,-0.5630673859372598
1021,0.16473084874781035
1022,0.19148060503560932
1023,-0.889079018114677
1024,-0.48461484099550856
1025,1.3002917744431828
1026,0.03532007317820982
1027,0.29792319829998415
1028,-0.08855864935640337
1029,0.3864089936074142
1030,-0.5431563166394726
1031,-0.8352103506600839
1032,-0.09806358695483915
1033,-0.5353569139908054
1034,0.2846428009152784
1035,0.13544681614836812
1036,0.35170673638997924
1037,0.41458928234975106
1038,-0.5227846081473412
1039,0.0986050688397063
1040,-0.09644949905348218
1041,0.2332203863814109
1042,-0.6128302485632071
1043,-0.7909995498446974
1044,-0.010661474163867085
1045,-1.1272507072216646
1046,0.28523563420443576
1047,-0.6223329702455014
1048,-0.25837982312855273
1049,0.3315754520374411
1050,-0.9380109120806428
1051,-0.49801804320181836
1052,0.020447650303061712
1053,0.002507300285358578
1054,0.9712047176324915
1055,0.4837341891662083
1056,-0.16217246634765248
1057,-0.4542422120466394
1058,-0.045675102950222465
1059,0.7510997599698062
1060,1.0937462560157845
1061,0.47210227975298846
1062,0.24542869263063477
1063,-0.1811139105434491
1064,-0.4091288622383557
1065,-0.21315648088821385
1066,0.15995953777186628
1067,1.4857897600499133
1068,-0.056495221114176715
1069,-0.5881747752789365
1070,1.2534394840062524
1071,-0.2669593137263023
1072,0.38674787167874564
1073,-0.46925051582076155
1074,0.31536536808111776
1075,0.7828181090500355
1076,-0.5396874773469801
1077,-0.44657626269294726
1078,-0.7980777445845647
1079,0.06294476181702795
1080,0.09312561634232251
1081,-0.10895582683477126
1082,0.09178596945052
1083,-0.04660570192383318
1084,0.6635212269348013
1085,-0.1573471985998418
1086,-0.19481374421793962
1087,0.03480533433330337
1088,0.4557643628147227
1089,0.7281134256832044
1090,-1.0201499977593678
1091,-0.020510352675684768
1092,-0.5779086264671232
1093,-0.07118347517234687
1094,-0.8514828043525292
1095,-0.48897825270469963
1096,0.1613236720242996
1097,0.34836402275487394
1098,-0.40644073104741346
1099,-0.44248528822702826
1100,0.34949127995467794
1101,0.3034877948990045
1102,0.2495114322041909
1103,-0.23139377439894795
1104,0.2123875010047461
1105,-0.13494266685832787
1106,-0.539745784690003
1107,-0.08774754342363698
1108,-0.1120536359127387
1109,0.1765127918194799
1110,-0.5201813209641181
1111,-0.5210250321561434
1112,-0.2973517703910794
1113,-0.6922220065332652
1114,0.42824204267020677
1115,0.0963402345684872
1116,-0.04334535157170982
1117,-0.64685086323821
1118,0.015047986475218243
1119,-0.6492598656808751
1120,0.03557436627002982
1121,-0.28908722612498633
1122,0.2692481121776935
1123,0.28385451047516075
1124,-0.06680300538874316
1125,0.5807663973383723
1126,0.42042392772422743
1127,-0.594615105185901
1128,0.3518114054004354
1129,0.09073011176427673
1130,0.25833680440685897
1131,-0.3356377420634944
1132,-0.3200779808815468
1133,0.4726419836673535
1134,-0.32619946230020647
1135,-0.009617435702043764
1136,-0.24167768736268883
1137,0.1975602636080071
1138,0.9657529601946166
1139,0.31181684732076204
1140,0.22993947366696602
1141,0.19598870576406424
1142,0.13294766008944983
1143,0.4196804567480917
1144,0.10114501578228477
1145,-0.49237167595241765
1146,0.10491784845792436
1147,-0.1995481539716526
1148,0.9470901037445246
1149,-0.1408334566196088
1150,-0.15776728915502597
1151,0.13114360288170918
1152,0.5265297634417407
1153,0.5020137821883738
1154,-0.29163015183321045
1155,0.4903628642665311
1156,0.03974395857465357
1157,-0.8064975343719532
1158,0.5967511221035081
1159,-0.20829804612929767
1160,-0.42702003939433714
1161,-0.20890655291064208
1162,0.12182018531715735
1163,0.25581530365601246
1164,-0.47234323541540274
1165,-0.06615569660324938
1166,-0.09701935816374258
1167,0.2575753054667949
1168,0.35613000832570973
1169,-0.5436875677900657
1170,0.44403453248981706
1171,-0.7292318407753782
1172,-0.06763274001687167
1173,0.05587996928624791
1174,0.2896818252621739
1175,0.14419781746152152
1176,-0.09033245852065405
1177,0.10240962942402715
1178,0.2634415210315449
1179,0.095785497410245
1180,-0.5348986433733668
1181,0.289542507259353
1182,0.1576811529341506
1183,0.06097161590018197
1184,-0.12429046883927232
1185,0.6292139153632312
1186,0.7785727080772331
1187,0.29973504326152484
1188,-0.27942188717567074
1189,0.5746917196523038
1190,0.33109691073062136
1191,0.07951442041100795
1192,0.06659103985519688
1193,0.5961978795921288
1194,-0.2004823112957188
1195,-0.42097879230892893
1196,0.3127381982292604
1197,0.38864739296098055
1198,-0.27059042236950126
1199,-0.2542661673156523
1200,0.04018104733782478
1201,-0.19358808272862035
1202,0.1094470648229699
1203,0.861458581373351
1204,0.41348058651321956
1205,-0.32164141049072703
